symbol,exchange,datetime,open,high,low,close,volume,turnover,open_interest
BIDU,NYSE,2012-01-03 00:00:00,120.0,125.13999938964844,120.0,124.29000091552734,7311200.0,0.0,0.0
BIDU,NYSE,2012-01-04 00:00:00,122.75,123.5999984741211,121.1500015258789,121.98999786376953,4398200.0,0.0,0.0
BIDU,NYSE,2012-01-05 00:00:00,121.0999984741211,124.0,120.68000030517578,123.2699966430664,4772700.0,0.0,0.0
BIDU,NYSE,2012-01-06 00:00:00,123.72000122070312,124.11000061035156,120.0,121.08999633789062,4978100.0,0.0,0.0
BIDU,NYSE,2012-01-09 00:00:00,122.97000122070312,122.97000122070312,117.16999816894531,120.11000061035156,5594500.0,0.0,0.0
BIDU,NYSE,2012-01-10 00:00:00,124.20999908447266,127.30000305175781,124.0,126.87999725341797,6929000.0,0.0,0.0
BIDU,NYSE,2012-01-11 00:00:00,126.47000122070312,128.58999633789062,125.52999877929688,128.19000244140625,5328900.0,0.0,0.0
BIDU,NYSE,2012-01-12 00:00:00,129.0,130.25,127.66999816894531,128.3000030517578,4908500.0,0.0,0.0
BIDU,NYSE,2012-01-13 00:00:00,127.0199966430664,128.91000366210938,126.5,127.41000366210938,4045800.0,0.0,0.0
BIDU,NYSE,2012-01-17 00:00:00,131.3000030517578,131.5,128.60000610351562,128.85000610351562,6150400.0,0.0,0.0
BIDU,NYSE,2012-01-18 00:00:00,128.8300018310547,129.72999572753906,125.30999755859375,126.06999969482422,6589400.0,0.0,0.0
BIDU,NYSE,2012-01-19 00:00:00,127.45999908447266,127.52999877929688,123.0,123.62000274658203,10790500.0,0.0,0.0
BIDU,NYSE,2012-01-20 00:00:00,122.94999694824219,124.54000091552734,121.5,122.80000305175781,6038500.0,0.0,0.0
BIDU,NYSE,2012-01-23 00:00:00,123.33999633789062,126.80000305175781,123.33999633789062,123.93000030517578,7128800.0,0.0,0.0
BIDU,NYSE,2012-01-24 00:00:00,123.19999694824219,123.4000015258789,121.0,121.75,4875800.0,0.0,0.0
BIDU,NYSE,2012-01-25 00:00:00,122.51000213623047,125.5199966430664,121.06999969482422,125.02999877929688,4876400.0,0.0,0.0
BIDU,NYSE,2012-01-26 00:00:00,124.29000091552734,127.20999908447266,122.83000183105469,123.9000015258789,5636000.0,0.0,0.0
BIDU,NYSE,2012-01-27 00:00:00,124.19999694824219,131.89999389648438,124.11000061035156,131.36000061035156,8589800.0,0.0,0.0
BIDU,NYSE,2012-01-30 00:00:00,130.92999267578125,132.25,128.1199951171875,130.72999572753906,7871300.0,0.0,0.0
BIDU,NYSE,2012-01-31 00:00:00,129.00999450683594,130.66000366210938,125.80999755859375,127.5199966430664,6414000.0,0.0,0.0
