epoch,loss
1,0.1199841681294716
2,0.1199957275619873
3,0.1199859549792913
4,0.1199866498892123
5,0.1200097488382687
6,0.1200097299252565
7,0.1199856162644349
8,0.1199876601592852
9,0.1200026693538977
10,0.1200323278227677
11,0.1200614865296162
12,0.1200276822424852
13,0.1200667881908325
14,0.1200500238113678
15,0.1200488669654497
16,0.1200418340472074
17,0.1199845675952159
18,0.1200113941270571
19,0.1200139946662462
20,0.1200062987896112
21,0.1200267913249822
22,0.1200118400156498
23,0.1199770612785449
24,0.1199772132990451
25,0.1200015509071258
26,0.1199768891987892
27,0.1199870844586537
28,0.1200071076074471
29,0.1199784466566947
30,0.1199594502552197
31,0.1199707718422779
32,0.1199602147994133
33,0.1199803501367569
34,0.119973505488955
35,0.1199588483342757
36,0.1199505258924686
37,0.1199435451282904
38,0.1199529010515946
39,0.1199472595292788
40,0.1199478883869372
41,0.119951192719432
42,0.1199501926222672
43,0.1199479806595123
44,0.1199458692795955
45,0.1199459909246518
46,0.1199425821407483
47,0.1199473155519137
48,0.1199490448030141
49,0.1199455165232603
50,0.1199498529044481
51,0.1199539447059998
52,0.1199593069748236
53,0.1199553666206506
54,0.1199451558865033
55,0.1199789287952276
56,0.119956571322221
57,0.1199554464278312
58,0.1199538035748096
59,0.1199600973094885
60,0.1199497894312326
61,0.1199426208264552
62,0.1199427725603947
63,0.1199445819052366
64,0.1199444540991233
65,0.1199488854752137
66,0.119952330365777
67,0.119942945213272
68,0.1199476095632864
69,0.1199581201833028
70,0.11996450375479
71,0.1199480954271096
72,0.1199743441091134
73,0.1199746280908584
74,0.1199793878656167
75,0.1199539957138208
76,0.1199688987376598
77,0.1199683227504675
78,0.1199449580162763
79,0.1199431753215881
80,0.119957973750738
81,0.1199587828551347
82,0.1199445359122294
83,0.119966454230822
84,0.1199768264419757
85,0.1199643286661459
86,0.1200114661970963
87,0.1200118834296098
88,0.1199797426278774
89,0.1199717404177555
90,0.1199976071142233
91,0.1199707586604815
92,0.1200262485788418
93,0.120001285121991
94,0.1199832740598
95,0.1200358857615636
96,0.1200140089942858
97,0.120050595070307
98,0.120093060657382
99,0.1200526964205962
100,0.120041988360194
101,0.1201005612428371
102,0.1200835223381335
103,0.1200738655259976
104,0.1200133483283794
105,0.1201043414095273
106,0.1200813951973731
107,0.1200457202413907
108,0.1200343443510624
109,0.1200758264614985
110,0.1200751662254333
111,0.1200970525924976
112,0.1200681496411562
113,0.1200540302178034
114,0.1200352014543918
115,0.1200588670774148
116,0.1201982178653662
117,0.1201692481453602
118,0.1201181721228819
119,0.1201193772542935
120,0.1201122761345826
121,0.1201018274116974
122,0.1200595678618321
123,0.1200520407695036
124,0.1200238024959197
125,0.1200225863319176
126,0.1200438620379338
127,0.1200400901815066
128,0.1200095647229598
129,0.1200496898247645
130,0.120078378285353
131,0.1200632735227163
132,0.120021126161401
133,0.1200434708824524
134,0.1200537791905494
135,0.1200272877915547
136,0.1199769224398411
137,0.1200216147475517
138,0.1200713797544057
139,0.1200065074058679
140,0.1199830269011167
141,0.1199793679496416
142,0.1199769340455532
143,0.1199854957656218
144,0.1199717495877009
145,0.119972148623604
146,0.1199763746788868
147,0.1199776497311317
148,0.1199744686197776
149,0.1199959069490432
150,0.119986003694626
151,0.1199679599645046
152,0.1199472602456808
153,0.120044115357674
154,0.1200260370969772
155,0.1200287155807018
156,0.1200287694541307
157,0.1199921221973804
158,0.1200205481682832
159,0.1200221126469282
160,0.1200679689645767
161,0.1200782877321426
162,0.1200754079394615
163,0.1200310605076643
164,0.1201489266867821
165,0.1201855172044955
166,0.12009964826015326
167,0.12017225932616454
168,0.12018046957942155
169,0.12017775685168229
170,0.12017997153676473
